id,base_name_en,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
966,High Metal Greaves β+,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Gajau Thickhide,1
967,Banbaro Helm α+,Banbaro Chine,2,Banbaro Great Horn,1,Anteka Antler,2,,
968,Banbaro Mail α+,Banbaro Chine,2,Banbaro Cortex,2,Banbaro Great Horn,1,Prized Pelt,2
969,Banbaro Vambraces α+,Banbaro Chine,2,Banbaro Cortex,2,Banbaro Lash,1,,
970,Banbaro Coil α+,Banbaro Chine,2,Banbaro Cortex,1,Frozen Bone,2,,
971,Banbaro Greaves α+,Banbaro Chine,2,Banbaro Cortex,1,Banbaro Great Horn,1,,
972,Banbaro Helm β+,Banbaro Chine,2,Banbaro Great Horn,1,Anteka Antler,2,,
973,Banbaro Mail β+,Banbaro Chine,2,Banbaro Cortex,2,Banbaro Great Horn,1,Prized Pelt,2
974,Banbaro Vambraces β+,Banbaro Chine,2,Banbaro Cortex,2,Banbaro Lash,1,,
975,Banbaro Coil β+,Banbaro Chine,2,Banbaro Cortex,1,Frozen Bone,2,,
976,Banbaro Greaves β+,Banbaro Chine,2,Banbaro Cortex,1,Banbaro Great Horn,1,,
977,Anja Helm α+,Anjanath Fur,2,Anjanath Shard,2,Anjanath Lash,1,Conflagrant Sac,3
978,Anja Mail α+,Anjanath Fur,2,Anjanath Hardfang,1,Heavy Anjanath Nosebone,2,Monster Toughbone,3
979,Anja Vambraces α+,Anjanath Fur,2,Anjanath Shard,2,Conflagrant Sac,2,Eltalite Ore,5
980,Anja Coil α+,Anjanath Fur,2,Anjanath Shard,1,Anjanath Hardfang,2,Tough Claw,2
981,Anja Greaves α+,Anjanath Fur,2,Anjanath Shard,1,Heavy Anjanath Nosebone,1,Monster Toughbone,2
982,Anja Helm β+,Anjanath Fur,2,Anjanath Shard,2,Anjanath Lash,1,Conflagrant Sac,3
983,Anja Mail β+,Anjanath Fur,2,Anjanath Hardfang,1,Heavy Anjanath Nosebone,2,Monster Toughbone,3
984,Anja Vambraces β+,Anjanath Fur,2,Anjanath Shard,2,Conflagrant Sac,2,Eltalite Ore,5
985,Anja Coil β+,Anjanath Fur,2,Anjanath Shard,1,Anjanath Hardfang,2,Tough Claw,2
986,Anja Greaves β+,Anjanath Fur,2,Anjanath Shard,1,Heavy Anjanath Nosebone,1,Monster Toughbone,2
987,Fulgur Helm α+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Lash,1,Lightning Sac,3
988,Fulgur Mail α+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Heavy Fulgur Anjanath Nosebone,1,Lightning Sac,2
989,Fulgur Vambraces α+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,1,Monster Solidbone,2
990,Fulgur Coil α+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Hardfang,1,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Mantle,1
991,Fulgur Greaves α+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,2,Monster Solidbone,3
992,Fulgur Helm β+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Lash,1,Lightning Sac,3
993,Fulgur Mail β+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Heavy Fulgur Anjanath Nosebone,1,Lightning Sac,2
994,Fulgur Vambraces β+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,1,Monster Solidbone,2
995,Fulgur Coil β+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Hardfang,1,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Mantle,1
996,Fulgur Greaves β+,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,2,Monster Solidbone,3
997,Rathian Helm α+,Rathian Cortex,2,Rathian Shard,2,Rathian Weave,2,,
998,Rathian Mail α+,Rathian Cortex,2,Rathian Weave,1,Eltalite Ore,5,,
999,Rathian Vambraces α+,Rathian Cortex,2,Rathian Shard,2,Rathian Surspike,1,,
1000,Rathian Coil α+,Rathian Cortex,2,Rathian Shard,1,Monster Toughbone,4,,
1001,Rathian Greaves α+,Rathian Cortex,2,Rathian Weave,1,Conflagrant Sac,3,,
1002,Rathian Helm β+,Rathian Cortex,2,Rathian Shard,2,Rathian Weave,2,,
1003,Rathian Mail β+,Rathian Cortex,2,Rathian Weave,1,Eltalite Ore,5,,
1004,Rathian Vambraces β+,Rathian Cortex,2,Rathian Shard,2,Rathian Surspike,1,,
1005,Rathian Coil β+,Rathian Cortex,2,Rathian Shard,1,Monster Toughbone,4,,
1006,Rathian Greaves β+,Rathian Cortex,2,Rathian Weave,1,Conflagrant Sac,3,,
1007,Rath Heart Helm α+,Pink Rathian Cortex,3,Pink Rathian Shard,1,Rathian Weave,2,Monster Essence,2
1008,Rath Heart Mail α+,Pink Rathian Cortex,3,Pink Rathian Shard,1,Rathian Weave,1,Shamos Shard,3
1009,Rath Heart Braces α+,Pink Rathian Cortex,2,Pink Rathian Shard,2,Rathian Surspike,1,Purecrystal,1
1010,Rath Heart Coil α+,Pink Rathian Cortex,2,Pink Rathian Shard,1,Monster Toughbone,4,Meldspar Ore,3
1011,Rath Heart Greaves α+,Pink Rathian Cortex,2,Pink Rathian Shard,2,Rathian Weave,1,Conflagrant Sac,3
1012,Rath Heart Helm β+,Pink Rathian Cortex,3,Pink Rathian Shard,1,Rathian Weave,2,Monster Essence,2
1013,Rath Heart Mail β+,Pink Rathian Cortex,3,Pink Rathian Shard,1,Rathian Weave,1,Shamos Shard,3
1014,Rath Heart Braces β+,Pink Rathian Cortex,2,Pink Rathian Shard,2,Rathian Surspike,1,Purecrystal,1
1015,Rath Heart Coil β+,Pink Rathian Cortex,2,Pink Rathian Shard,1,Monster Toughbone,4,Meldspar Ore,3
1016,Rath Heart Greaves β+,Pink Rathian Cortex,2,Pink Rathian Shard,2,Rathian Weave,1,Conflagrant Sac,3
1017,Lumu Hat α+,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Cortex,2,,
1018,Lumu Mail α+,Paolumu Thickfur,2,Paolumu Shard,2,Monster Toughbone,3,,
1019,Lumu Vambraces α+,Paolumu Thickfur,2,Paolumu Fellwing,1,Bathycite Ore,3,,
1020,Lumu Coil α+,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Fellwing,1,,
1021,Lumu Greaves α+,Paolumu Thickfur,2,Paolumu Fellwing,2,Paolumu Cortex,3,,
1022,Lumu Hat β+,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Cortex,2,,
1023,Lumu Mail β+,Paolumu Thickfur,2,Paolumu Shard,2,Monster Toughbone,3,,
1024,Lumu Vambraces β+,Paolumu Thickfur,2,Paolumu Fellwing,1,Bathycite Ore,3,,
1025,Lumu Coil β+,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Fellwing,1,,
1026,Lumu Greaves β+,Paolumu Thickfur,2,Paolumu Fellwing,2,Paolumu Cortex,3,,
1027,Lumu Phantasm Hood α+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,1,Paolumu Cortex,3,,
1028,Lumu Phantasm Mail α+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,2,Torpor Sac,3,,
1029,Lumu Phantasm Braces α+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,1,Monster Toughbone,3,,
1030,Lumu Phantasm Coil α+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,2,Nightshade Paolumu Fellwing,2,,
1031,Lumu Phantasm Greaves α+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,1,Paolumu Cortex,1,,
1032,Lumu Phantasm Hood β+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,1,Paolumu Cortex,3,,
1033,Lumu Phantasm Mail β+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,2,Torpor Sac,3,,
1034,Lumu Phantasm Braces β+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,1,Monster Toughbone,3,,
1035,Lumu Phantasm Coil β+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,2,Nightshade Paolumu Fellwing,2,,
1036,Lumu Phantasm Greaves β+,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,1,Paolumu Cortex,1,,
1037,Baan Helm α+,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Essence,3
1038,Baan Mail α+,Radobaan Cortex,2,Radobaan Oilshell+,1,Torpor Sac,2,,
1039,Baan Vambraces α+,Radobaan Cortex,2,Radobaan Shard,2,Radobaan Oilshell+,1,Torpor Sac,1
1040,Baan Coil α+,Radobaan Cortex,2,Radobaan Oilshell+,1,Large Wyvern Bonemass,1,Thick Bone,3
1041,Baan Greaves α+,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Toughbone,4
1042,Baan Helm β+,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Essence,3
1043,Baan Mail β+,Radobaan Cortex,2,Radobaan Oilshell+,1,Torpor Sac,2,,
1044,Baan Vambraces β+,Radobaan Cortex,2,Radobaan Shard,2,Radobaan Oilshell+,1,Torpor Sac,1
1045,Baan Coil β+,Radobaan Cortex,2,Radobaan Oilshell+,1,Large Wyvern Bonemass,1,Thick Bone,3
1046,Baan Greaves β+,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Toughbone,4
1047,Artian Helm α+,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Deadly Poison Sac,4
1048,Artian Mail α+,Ancient Fragment,2,Monster Slogbone,3,Meldspar Ore,3,Lightning Sac,4
1049,Artian Vambraces α+,Ancient Fragment,2,Monster Slogbone,3,Meldspar Ore,3,Conflagrant Sac,4
1050,Artian Coil α+,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Flood Sac,4
1051,Artian Greaves α+,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Cryo Sac,4
1052,Artian Helm β+,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Deadly Poison Sac,4
1053,Artian Mail β+,Ancient Fragment,2,Monster Slogbone,3,Meldspar Ore,3,Lightning Sac,4
1054,Artian Vambraces β+,Ancient Fragment,2,Monster Slogbone,3,Meldspar Ore,3,Conflagrant Sac,4
1055,Artian Coil β+,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Flood Sac,4
1056,Artian Greaves β+,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Cryo Sac,4
1057,Clockwork Helm α+,Steam Ticket,2,Monster Slogbone,3,Eltalite Ore,5,Dragonbone Artifact,1
1058,Clockwork Mail α+,Steam Ticket,2,Monster Slogbone,3,Spiritvein Crystal,4,Torpor Sac,3
1059,Clockwork Braces α+,Steam Ticket,2,Monster Toughbone,2,Eltalite Ore,5,Purecrystal,1
1060,Clockwork Coil α+,Steam Ticket,2,Monster Toughbone,2,Spiritvein Crystal,4,Ultraplegia Sac,3
1061,Clockwork Greaves α+,Steam Ticket,2,Monster Toughbone,2,Eltalite Ore,5,Dragonbone Artifact,1
1062,Clockwork Helm β+,Steam Ticket,2,Monster Slogbone,3,Eltalite Ore,5,Dragonbone Artifact,1
1063,Clockwork Mail β+,Steam Ticket,2,Monster Slogbone,3,Spiritvein Crystal,4,Torpor Sac,3
1064,Clockwork Braces β+,Steam Ticket,2,Monster Toughbone,2,Eltalite Ore,5,Purecrystal,1
1065,Clockwork Coil β+,Steam Ticket,2,Monster Toughbone,2,Spiritvein Crystal,4,Ultraplegia Sac,3
1066,Clockwork Greaves β+,Steam Ticket,2,Monster Toughbone,2,Eltalite Ore,5,Dragonbone Artifact,1
1067,Ingot Helm α+,Meldspar Ore,2,Monster Slogbone,1,Eltalite Ore,5,,
1068,Ingot Mail α+,Meldspar Ore,2,Monster Slogbone,1,Spiritvein Crystal,5,,
1069,Ingot Vambraces α+,Meldspar Ore,2,Monster Slogbone,1,Bathycite Ore,3,,
1070,Ingot Coil α+,Meldspar Ore,2,Monster Slogbone,1,Purecrystal,1,,
1071,Ingot Greaves α+,Meldspar Ore,2,Monster Slogbone,1,Gracium,3,,
1072,Ingot Helm β+,Meldspar Ore,2,Monster Slogbone,1,Eltalite Ore,5,,
1073,Ingot Mail β+,Meldspar Ore,2,Monster Slogbone,1,Spiritvein Crystal,5,,
1074,Ingot Vambraces β+,Meldspar Ore,2,Monster Slogbone,1,Bathycite Ore,3,,
1075,Ingot Coil β+,Meldspar Ore,2,Monster Slogbone,1,Purecrystal,1,,
1076,Ingot Greaves β+,Meldspar Ore,2,Monster Slogbone,1,Gracium,3,,
1077,Barioth Helm α+,Barioth Thickfur,2,Amber Hardfang,1,Barioth Greatspike,3,Wulg Thickfur,2
1078,Barioth Mail α+,Barioth Thickfur,2,Barioth Cortex,2,Barioth Hardclaw,1,Frozen Bone,2
1079,Barioth Vambraces α+,Barioth Thickfur,2,Barioth Cortex,1,Barioth Lash,1,Tough Claw,3
1080,Barioth Faulds α+,Barioth Thickfur,2,Barioth Cortex,2,Barioth Greatspike,2,Wulg Thickfur,2
1081,Barioth Greaves α+,Barioth Thickfur,2,Amber Hardfang,2,Barioth Hardclaw,1,Large Wyvern Gem,1
1082,Barioth Helm β+,Barioth Thickfur,2,Amber Hardfang,1,Barioth Greatspike,3,Wulg Thickfur,2
1083,Barioth Mail β+,Barioth Thickfur,2,Barioth Cortex,2,Barioth Hardclaw,1,Frozen Bone,2
1084,Barioth Vambraces β+,Barioth Thickfur,2,Barioth Cortex,1,Barioth Lash,1,Tough Claw,3
1085,Barioth Faulds β+,Barioth Thickfur,2,Barioth Cortex,2,Barioth Greatspike,2,Wulg Thickfur,2
1086,Barioth Greaves β+,Barioth Thickfur,2,Amber Hardfang,2,Barioth Hardclaw,1,Large Wyvern Gem,1
1087,Rathalos Helm α+,Rathalos Cortex,2,Rathalos Shard,4,Rath Wingtalon+,2,Rathalos Medulla,2
1088,Rathalos Mail α+,Rathalos Cortex,2,Rathalos Fellwing,2,Rathalos Lash,1,Rathalos Mantle,1
1089,Rathalos Vambraces α+,Rathalos Cortex,2,Rathalos Shard,1,Rathalos Lash,1,Monster Slogbone,4
1090,Rathalos Coil α+,Rathalos Cortex,2,Rathalos Shard,2,Rathalos Fellwing,2,Conflagrant Sac,3
1091,Rathalos Greaves α+,Rathalos Cortex,2,Rathalos Fellwing,1,Rath Wingtalon+,2,Conflagrant Sac,3
1092,Rathalos Helm β+,Rathalos Cortex,2,Rathalos Shard,4,Rath Wingtalon+,2,Rathalos Medulla,2
1093,Rathalos Mail β+,Rathalos Cortex,2,Rathalos Fellwing,2,Rathalos Lash,1,Rathalos Mantle,1
1094,Rathalos Vambraces β+,Rathalos Cortex,2,Rathalos Shard,1,Rathalos Lash,1,Monster Slogbone,4
1095,Rathalos Coil β+,Rathalos Cortex,2,Rathalos Shard,2,Rathalos Fellwing,2,Conflagrant Sac,3
1096,Rathalos Greaves β+,Rathalos Cortex,2,Rathalos Fellwing,1,Rath Wingtalon+,2,Conflagrant Sac,3
1097,Rath Soul Helm α+,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Rath Wingtalon+,2,Monster Slogbone,5
1098,Rath Soul Mail α+,Azure Rathalos Cortex,3,Azure Rathalos Shard,1,Azure Rathalos Lash,1,Meldspar Ore,4
1099,Rath Soul Braces α+,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,2,Rath Wingtalon+,1,Barnos Hardclaw,2
1100,Rath Soul Coil α+,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Azure Rathalos Fellwing,1,Wingdrake Finehide,3
1101,Rath Soul Greaves α+,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,1,Azure Rathalos Lash,1,Rathalos Mantle,1
1102,Rath Soul Helm β+,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Rath Wingtalon+,2,Monster Slogbone,5
1103,Rath Soul Mail β+,Azure Rathalos Cortex,3,Azure Rathalos Shard,1,Azure Rathalos Lash,1,Meldspar Ore,4
1104,Rath Soul Braces β+,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,2,Rath Wingtalon+,1,Barnos Hardclaw,2
1105,Rath Soul Coil β+,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Azure Rathalos Fellwing,1,Wingdrake Finehide,3
1106,Rath Soul Greaves β+,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,1,Azure Rathalos Lash,1,Rathalos Mantle,1
1107,Diablos Helm α+,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Large Wyvern Gem,1
1108,Diablos Mail α+,Diablos Chine,2,Diablos Cortex,2,Blos Medulla,2,Monster Slogbone,2
1109,Diablos Vambraces α+,Diablos Chine,2,Diablos Cortex,2,Diablos Tailcase+,1,Kestodon Husk,2
1110,Diablos Coil α+,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Kestodon Husk,3
1111,Diablos Greaves α+,Diablos Chine,2,Diablos Cortex,1,Diablos Tailcase+,1,Monster Slogbone,5
1112,Diablos Helm β+,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Large Wyvern Gem,1
1113,Diablos Mail β+,Diablos Chine,2,Diablos Cortex,2,Blos Medulla,2,Monster Slogbone,2
1114,Diablos Vambraces β+,Diablos Chine,2,Diablos Cortex,2,Diablos Tailcase+,1,Kestodon Husk,2
1115,Diablos Coil β+,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Kestodon Husk,3
1116,Diablos Greaves β+,Diablos Chine,2,Diablos Cortex,1,Diablos Tailcase+,1,Monster Slogbone,5
1117,Diablos Nero Helm α+,Black Diablos Chine,3,Black Diablos Cortex,2,Blackcurl Stouthorn,1,Monster Solidbone,2
1118,Diablos Nero Mail α+,Black Diablos Chine,3,Black Diablos Cortex,1,Blackcurl Stouthorn,1,Monster Solidbone,4
1119,Diablos Nero Braces α+,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,2,Tough Claw,3
1120,Diablos Nero Coil α+,Black Diablos Chine,3,Black Diablos Cortex,1,Blackcurl Stouthorn,1,Diablos Hardhorn,1
1121,Diablos Nero Greaves α+,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,1,Large Wyvern Gem,1
1122,Diablos Nero Helm β+,Black Diablos Chine,3,Black Diablos Cortex,2,Blackcurl Stouthorn,1,Monster Solidbone,2
1123,Diablos Nero Mail β+,Black Diablos Chine,3,Black Diablos Cortex,1,Blackcurl Stouthorn,1,Monster Solidbone,4
1124,Diablos Nero Braces β+,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,2,Tough Claw,3
1125,Diablos Nero Coil β+,Black Diablos Chine,3,Black Diablos Cortex,1,Blackcurl Stouthorn,1,Diablos Hardhorn,1
1126,Diablos Nero Greaves β+,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,1,Large Wyvern Gem,1
1127,Legiana Helm α+,Legiana Thickhide,2,Legiana Shard,2,Legiana Fellwing,1,Shamos Shard,3
1128,Legiana Mail α+,Legiana Thickhide,2,Legiana Fellwing,2,Legiana Hardclaw,1,Purecrystal,1
1129,Legiana Vambraces α+,Legiana Thickhide,2,Legiana Shard,1,Legiana Hardclaw,2,Tough Claw,3
1130,Legiana Coil α+,Legiana Thickhide,2,Legiana Shard,1,Legiana Tail Webbing+,2,Cryo Sac,3
1131,Legiana Greaves α+,Legiana Thickhide,2,Legiana Fellwing,1,Legiana Tail Webbing+,1,Wingdrake Finehide,3
1132,Legiana Helm β+,Legiana Thickhide,2,Legiana Shard,2,Legiana Fellwing,1,Shamos Shard,3
1133,Legiana Mail β+,Legiana Thickhide,2,Legiana Fellwing,2,Legiana Hardclaw,1,Purecrystal,1
1134,Legiana Vambraces β+,Legiana Thickhide,2,Legiana Shard,1,Legiana Hardclaw,2,Tough Claw,3
1135,Legiana Coil β+,Legiana Thickhide,2,Legiana Shard,1,Legiana Tail Webbing+,2,Cryo Sac,3
1136,Legiana Greaves β+,Legiana Thickhide,2,Legiana Fellwing,1,Legiana Tail Webbing+,1,Wingdrake Finehide,3
1137,Hoarcry Helm α+,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,1,Gracium,5
1138,Hoarcry Mail α+,Rimed Hide,3,Legiana Shard,2,Stark Wing,2,Legiana Mantle,1
1139,Hoarcry Vambraces α+,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Purecrystal,1
1140,Hoarcry Coil α+,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Cryo Sac,4
1141,Hoarcry Greaves α+,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,2,Frozen Bone,3
1142,Hoarcry Helm β+,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,1,Gracium,5
1143,Hoarcry Mail β+,Rimed Hide,3,Legiana Shard,2,Stark Wing,2,Legiana Mantle,1
1144,Hoarcry Vambraces β+,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Purecrystal,1
1145,Hoarcry Coil β+,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Cryo Sac,4
1146,Hoarcry Greaves β+,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,2,Frozen Bone,3
1147,Odogaron Helm α+,Hard Odogaron Sinew,2,Odogaron Shard,1,Odogaron Hardfang,1,Warped Bone,3
1148,Odogaron Mail α+,Hard Odogaron Sinew,2,Odogaron Shard,2,Odogaron Lash,1,Hornetaur Razorwing,2
1149,Odogaron Vambraces α+,Hard Odogaron Sinew,2,Odogaron Hardclaw,1,Odogaron Hardfang,2,Monster Essence,4
1150,Odogaron Coil α+,Hard Odogaron Sinew,2,Odogaron Shard,2,Odogaron Hardfang,1,Monster Slogbone,4
1151,Odogaron Greaves α+,Hard Odogaron Sinew,2,Odogaron Hardclaw,2,Odogaron Lash,1,Dragonbone Artifact,1
1152,Odogaron Helm β+,Hard Odogaron Sinew,2,Odogaron Shard,1,Odogaron Hardfang,1,Warped Bone,3
1153,Odogaron Mail β+,Hard Odogaron Sinew,2,Odogaron Shard,2,Odogaron Lash,1,Hornetaur Razorwing,2
1154,Odogaron Vambraces β+,Hard Odogaron Sinew,2,Odogaron Hardclaw,1,Odogaron Hardfang,2,Monster Essence,4
1155,Odogaron Coil β+,Hard Odogaron Sinew,2,Odogaron Shard,2,Odogaron Hardfang,1,Monster Slogbone,4
1156,Odogaron Greaves β+,Hard Odogaron Sinew,2,Odogaron Hardclaw,2,Odogaron Lash,1,Dragonbone Artifact,1
1157,Death Garon Helm α+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Hardclaw,3,Ebony Odogaron Lash,1,Ebony Odogaron Mantle,1
1158,Death Garon Mail α+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Hardclaw,2,Ebony Odogaron Hardfang,2,Hornetaur Razorwing,4
1159,Death Garon Braces α+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,3,Ebony Odogaron Hardfang,2,Girros Shard,4
1160,Death Garon Coil α+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Hardfang,3,Monster Solidbone,4
1161,Death Garon Greaves α+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Lash,1,Tough Claw,3
1162,Death Garon Helm β+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Hardclaw,3,Ebony Odogaron Lash,1,Ebony Odogaron Mantle,1
1163,Death Garon Mail β+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Hardclaw,2,Ebony Odogaron Hardfang,2,Hornetaur Razorwing,4
1164,Death Garon Braces β+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,3,Ebony Odogaron Hardfang,2,Girros Shard,4
1165,Death Garon Coil β+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Hardfang,3,Monster Solidbone,4
1166,Death Garon Greaves β+,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Lash,1,Tough Claw,3
1167,Lavasioth Helm α+,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Hardfang,1,Gastodon Husk,3
1168,Lavasioth Mail α+,Lavasioth Cortex,2,Lavasioth Shard,1,Conflagrant Sac,6,Monster Slogbone,4
1169,Lavasioth Vambraces α+,Lavasioth Cortex,2,Lavasioth Hardfang,2,Lavasioth Grandfin,1,Large Wyvern Gem,1
1170,Lavasioth Coil α+,Lavasioth Cortex,2,Lavasioth Shard,1,Lavasioth Grandfin,2,Meldspar Ore,4
1171,Lavasioth Greaves α+,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Grandfin,1,Eltalite Ore,8
1172,Lavasioth Helm β+,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Hardfang,1,Gastodon Husk,3
1173,Lavasioth Mail β+,Lavasioth Cortex,2,Lavasioth Shard,1,Conflagrant Sac,6,Monster Slogbone,4
1174,Lavasioth Vambraces β+,Lavasioth Cortex,2,Lavasioth Hardfang,2,Lavasioth Grandfin,1,Large Wyvern Gem,1
1175,Lavasioth Coil β+,Lavasioth Cortex,2,Lavasioth Shard,1,Lavasioth Grandfin,2,Meldspar Ore,4
1176,Lavasioth Greaves β+,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Grandfin,1,Eltalite Ore,8
1177,Uragaan Helm α+,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Scute+,1,Firecell Stone,2
1178,Uragaan Mail α+,Uragaan Cortex,2,Uragaan Jaw+,1,Uragaan Scute+,1,Large Wyvern Gem,1
1179,Uragaan Vambraces α+,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Scute+,2,Lava Nugget,4
1180,Uragaan Coil α+,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Jaw+,1,Monster Slogbone,4
1181,Uragaan Greaves α+,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Marrow,2,Thick Bone,5
1182,Uragaan Helm β+,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Scute+,1,Firecell Stone,2
1183,Uragaan Mail β+,Uragaan Cortex,2,Uragaan Jaw+,1,Uragaan Scute+,1,Large Wyvern Gem,1
1184,Uragaan Vambraces β+,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Scute+,2,Lava Nugget,4
1185,Uragaan Coil β+,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Jaw+,1,Monster Slogbone,4
1186,Uragaan Greaves β+,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Marrow,2,Thick Bone,5
1187,Nargacuga Helm α+,Nargacuga Blackfur+,2,Nargacuga Hardfang,1,Nargacuga Tailspear,2,Steel Gajau Whisker,2
1188,Nargacuga Mail α+,Nargacuga Blackfur+,2,Nargacuga Shard,1,Nargacuga Lash,1,Gajau Thickhide,3
1189,Nargacuga Braces α+,Nargacuga Blackfur+,2,Nargacuga Shard,1,Nargacuga Hardfang,2,Prized Pelt,4
1190,Nargacuga Faulds α+,Nargacuga Blackfur+,2,Nargacuga Cutwing+,2,Nargacuga Lash,1,Nargacuga Mantle,1
1191,Nargacuga Greaves α+,Nargacuga Blackfur+,2,Nargacuga Shard,2,Nargacuga Cutwing+,1,Vespoid Razorwing,3
1192,Nargacuga Helm β+,Nargacuga Blackfur+,2,Nargacuga Hardfang,1,Nargacuga Tailspear,2,Steel Gajau Whisker,2
