id,base_name_en,rank,condition_en,item_en,stack,percentage
386,Pukei-Pukei,LR,Carve / Capture,Pukei-Pukei Shell,1,24
387,Pukei-Pukei,LR,Carve / Capture,Pukei-Pukei Quill,1,18
388,Pukei-Pukei,LR,Carve / Capture,Pukei-Pukei Sac,1,15
389,Pukei-Pukei,LR,Carve / Capture,Pukei-Pukei Tail,1,12
390,Pukei-Pukei,LR,Wound Head,Pukei-Pukei Sac,1,75
391,Pukei-Pukei,LR,Wound Head,Pukei-Pukei Scale,2,25
392,Pukei-Pukei,LR,Wound Wings,Pukei-Pukei Quill,1,80
393,Pukei-Pukei,LR,Wound Wings,Pukei-Pukei Scale,1,20
394,Pukei-Pukei,LR,Wound Back,Pukei-Pukei Shell,1,80
395,Pukei-Pukei,LR,Wound Back,Pukei-Pukei Scale,1,20
396,Pukei-Pukei,LR,Shiny Drop,Pukei-Pukei Scale,1,50
397,Pukei-Pukei,LR,Shiny Drop,Pukei-Pukei Quill,1,28
398,Pukei-Pukei,LR,Shiny Drop,Wyvern Tear,1,22
399,Pukei-Pukei,LR,Tail Carve,Pukei-Pukei Tail,1,80
400,Pukei-Pukei,LR,Tail Carve,Pukei-Pukei Shell,1,20
401,Pukei-Pukei,LR,Palico Bonus,Pukei-Pukei Scale,1,50
402,Pukei-Pukei,LR,Palico Bonus,Pukei-Pukei Quill,1,28
403,Pukei-Pukei,LR,Palico Bonus,Wyvern Tear,1,22
404,Pukei-Pukei,LR,Plunderblade,Pukei-Pukei Scale,1,44
405,Pukei-Pukei,LR,Plunderblade,Pukei-Pukei Shell,1,32
406,Pukei-Pukei,LR,Plunderblade,Pukei-Pukei Quill,1,24
407,Pukei-Pukei,LR,Bandit Mantle,Large Scale,1,100
408,Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Shell,1,24
409,Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Scale,1,22
410,Pukei-Pukei,LR,Hunt (Bronze),Poison Sac,1,19
411,Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Quill,1,16
412,Pukei-Pukei,LR,Hunt (Bronze),Monster Bone M,2,10
413,Pukei-Pukei,LR,Hunt (Bronze),Pukei-Pukei Sac,1,9
414,Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Quill,1,30
415,Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Sac,1,25
416,Pukei-Pukei,LR,Investigation (Silver),Poison Sac,2,16
417,Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Scale,2,15
418,Pukei-Pukei,LR,Investigation (Silver),Pukei-Pukei Shell,2,14
419,Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Quill,1,38
420,Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Sac,1,30
421,Pukei-Pukei,LR,Investigation (Gold),Poison Sac,3,12
422,Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Shell,3,10
423,Pukei-Pukei,LR,Investigation (Gold),Pukei-Pukei Scale,3,10
424,Pukei-Pukei,HR,Track,Pukei-Pukei Scale+,1,100
425,Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Scale+,1,29
426,Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Carapace,1,22
427,Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Wing,1,18
428,Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Sac+,1,14
429,Pukei-Pukei,HR,Carve / Capture,Pukei-Pukei Tail,1,12
430,Pukei-Pukei,HR,Carve / Capture,Bird Wyvern Gem,1,5
431,Pukei-Pukei,HR,Wound Head,Pukei-Pukei Sac+,1,75
432,Pukei-Pukei,HR,Wound Head,Pukei-Pukei Scale+,2,25
433,Pukei-Pukei,HR,Wound Wings,Pukei-Pukei Wing,1,80
434,Pukei-Pukei,HR,Wound Wings,Pukei-Pukei Scale+,1,20
435,Pukei-Pukei,HR,Wound Back,Pukei-Pukei Carapace,1,80
436,Pukei-Pukei,HR,Wound Back,Pukei-Pukei Scale+,1,20
437,Pukei-Pukei,HR,Shiny Drop,Pukei-Pukei Scale+,1,50
438,Pukei-Pukei,HR,Shiny Drop,Pukei-Pukei Wing,1,28
439,Pukei-Pukei,HR,Shiny Drop,Wyvern Tear,1,22
440,Pukei-Pukei,HR,Tail Carve,Pukei-Pukei Tail,1,80
441,Pukei-Pukei,HR,Tail Carve,Pukei-Pukei Scale+,1,20
442,Pukei-Pukei,HR,Palico Bonus,Pukei-Pukei Scale+,1,50
443,Pukei-Pukei,HR,Palico Bonus,Pukei-Pukei Wing,1,28
444,Pukei-Pukei,HR,Palico Bonus,Wyvern Tear,1,22
445,Pukei-Pukei,HR,Plunderblade,Pukei-Pukei Scale+,1,43
446,Pukei-Pukei,HR,Plunderblade,Pukei-Pukei Carapace,1,32
447,Pukei-Pukei,HR,Plunderblade,Pukei-Pukei Wing,1,23
448,Pukei-Pukei,HR,Plunderblade,Bird Wyvern Gem,1,2
449,Pukei-Pukei,HR,Bandit Mantle,Large Scale,1,70
450,Pukei-Pukei,HR,Bandit Mantle,Beautiful Scale,1,30
451,Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Carapace,1,24
452,Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Scale+,1,19
453,Pukei-Pukei,HR,Hunt (Bronze),Toxin Sac,1,19
454,Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Wing,1,16
455,Pukei-Pukei,HR,Hunt (Bronze),Monster Keenbone,2,10
456,Pukei-Pukei,HR,Hunt (Bronze),Pukei-Pukei Sac+,1,9
457,Pukei-Pukei,HR,Hunt (Bronze),Bird Wyvern Gem,1,3
458,Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Sac+,1,25
459,Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Wing,1,22
460,Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Carapace,2,14
461,Pukei-Pukei,HR,Investigation (Silver),Pukei-Pukei Scale+,2,14
462,Pukei-Pukei,HR,Investigation (Silver),Toxin Sac,2,14
463,Pukei-Pukei,HR,Investigation (Silver),Bird Wyvern Gem,1,11
464,Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Sac+,1,25
465,Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Wing,1,22
466,Pukei-Pukei,HR,Investigation (Gold),Bird Wyvern Gem,1,17
467,Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Carapace,3,14
468,Pukei-Pukei,HR,Investigation (Gold),Toxin Sac,3,12
469,Pukei-Pukei,HR,Investigation (Gold),Pukei-Pukei Scale+,3,10
470,Pukei-Pukei,HR,Investigation (Purple),Mysterious Feystone,1,55
471,Pukei-Pukei,HR,Investigation (Purple),Glowing Feystone,1,25
472,Pukei-Pukei,HR,Investigation (Purple),Worn Feystone,1,15
473,Pukei-Pukei,HR,Investigation (Purple),Warped Feystone,1,5
474,Pukei-Pukei,MR,Track,Pukei-Pukei Shard,1,100
475,Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Shard,1,29
476,Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Cortex,1,22
477,Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Fellwing,1,18
478,Pukei-Pukei,MR,Carve / Capture,Large Pukei-Pukei Sac,1,14
479,Pukei-Pukei,MR,Carve / Capture,Pukei-Pukei Lash,1,12
480,Pukei-Pukei,MR,Carve / Capture,Fey Wyvern Gem,1,5
481,Pukei-Pukei,MR,Wound Head,Large Pukei-Pukei Sac,1,75
482,Pukei-Pukei,MR,Wound Head,Pukei-Pukei Shard,2,25
483,Pukei-Pukei,MR,Wound Wings,Pukei-Pukei Fellwing,1,80
484,Pukei-Pukei,MR,Wound Wings,Pukei-Pukei Shard,1,20
485,Pukei-Pukei,MR,Wound Back,Pukei-Pukei Cortex,1,80
486,Pukei-Pukei,MR,Wound Back,Pukei-Pukei Shard,1,20
487,Pukei-Pukei,MR,Shiny Drop,Deadly Poison Sac,1,50
488,Pukei-Pukei,MR,Shiny Drop,Pukei-Pukei Fellwing,1,28
489,Pukei-Pukei,MR,Shiny Drop,Large Wyvern Tear,1,22
490,Pukei-Pukei,MR,Tail Carve,Pukei-Pukei Lash,1,80
491,Pukei-Pukei,MR,Tail Carve,Pukei-Pukei Shard,1,20
492,Pukei-Pukei,MR,Palico Bonus,Pukei-Pukei Shard,1,50
493,Pukei-Pukei,MR,Palico Bonus,Pukei-Pukei Fellwing,1,28
494,Pukei-Pukei,MR,Palico Bonus,Large Wyvern Tear,1,22
495,Pukei-Pukei,MR,Plunderblade,Pukei-Pukei Shard,1,43
496,Pukei-Pukei,MR,Plunderblade,Pukei-Pukei Cortex,1,32
497,Pukei-Pukei,MR,Plunderblade,Pukei-Pukei Fellwing,1,23
498,Pukei-Pukei,MR,Plunderblade,Fey Wyvern Gem,1,2
499,Pukei-Pukei,MR,Bandit Mantle,Beautiful Scale,1,70
500,Pukei-Pukei,MR,Bandit Mantle,Lustrous Scale,1,30
501,Pukei-Pukei,MR,Hunt (Bronze),Pukei-Pukei Cortex,1,29
502,Pukei-Pukei,MR,Hunt (Bronze),Pukei-Pukei Shard,1,21
503,Pukei-Pukei,MR,Hunt (Bronze),Deadly Poison Sac,1,21
504,Pukei-Pukei,MR,Hunt (Bronze),Pukei-Pukei Fellwing,1,15
505,Pukei-Pukei,MR,Hunt (Bronze),Large Pukei-Pukei Sac,1,11
506,Pukei-Pukei,MR,Hunt (Bronze),Fey Wyvern Gem,1,3
507,Pukei-Pukei,MR,Investigation (Silver),Large Pukei-Pukei Sac,1,25
508,Pukei-Pukei,MR,Investigation (Silver),Pukei-Pukei Fellwing,1,22
509,Pukei-Pukei,MR,Investigation (Silver),Pukei-Pukei Cortex,2,14
510,Pukei-Pukei,MR,Investigation (Silver),Pukei-Pukei Shard,2,14
511,Pukei-Pukei,MR,Investigation (Silver),Deadly Poison Sac,2,14
512,Pukei-Pukei,MR,Investigation (Silver),Fey Wyvern Gem,1,11
513,Pukei-Pukei,MR,Investigation (Gold),Large Pukei-Pukei Sac,1,25
514,Pukei-Pukei,MR,Investigation (Gold),Pukei-Pukei Fellwing,1,22
515,Pukei-Pukei,MR,Investigation (Gold),Fey Wyvern Gem,1,17
516,Pukei-Pukei,MR,Investigation (Gold),Pukei-Pukei Cortex,3,14
517,Pukei-Pukei,MR,Investigation (Gold),Deadly Poison Sac,3,12
518,Pukei-Pukei,MR,Investigation (Gold),Pukei-Pukei Shard,3,10
519,Pukei-Pukei,MR,Investigation (Purple),Ancient Feystone,1,70
520,Pukei-Pukei,MR,Investigation (Purple),Carved Feystone,1,30
521,Pukei-Pukei,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
522,Pukei-Pukei,MR,Guiding Lands (Low),Fragrant Poison Sac,1,37
523,Pukei-Pukei,MR,Guiding Lands (Mid),Fragrant Poison Sac,1,63
524,Pukei-Pukei,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
525,Pukei-Pukei,MR,Guiding Lands (High),Fragrant Poison Sac,1,100
526,Pukei-Pukei,MR,Guiding Lands (Tempered),Tempered Poison Sac,1,56
527,Pukei-Pukei,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,27
528,Pukei-Pukei,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,17
529,Barroth,LR,Track,Barroth Shell,1,100
530,Barroth,LR,Carve / Capture,Barroth Shell,1,31
531,Barroth,LR,Carve / Capture,Barroth Ridge,1,24
532,Barroth,LR,Carve / Capture,Barroth Claw,1,18
533,Barroth,LR,Carve / Capture,Barroth Scalp,1,15
534,Barroth,LR,Carve / Capture,Barroth Tail,1,12
535,Barroth,LR,Wound Forearms,Barroth Claw,1,100
536,Barroth,LR,Wound Hindlegs,Barroth Shell,2,100
537,Barroth,LR,Shiny Drop,Fertile Mud,1,50
538,Barroth,LR,Shiny Drop,Barroth Shell,1,28
539,Barroth,LR,Shiny Drop,Wyvern Tear,1,22
540,Barroth,LR,Tail Carve,Barroth Tail,1,80
541,Barroth,LR,Tail Carve,Barroth Shell,1,20
542,Barroth,LR,Head Shell Carve,Barroth Scalp,1,80
543,Barroth,LR,Head Shell Carve,Barroth Ridge,1,20
544,Barroth,LR,Palico Bonus,Fertile Mud,1,50
545,Barroth,LR,Palico Bonus,Barroth Shell,1,28
546,Barroth,LR,Palico Bonus,Wyvern Tear,1,22
547,Barroth,LR,Plunderblade,Barroth Shell,1,37
548,Barroth,LR,Plunderblade,Barroth Ridge,1,30
549,Barroth,LR,Plunderblade,Barroth Claw,1,18
550,Barroth,LR,Plunderblade,Fertile Mud,1,15
551,Barroth,LR,Bandit Mantle,Large Scale,1,100
552,Barroth,LR,Hunt (Bronze),Barroth Ridge,1,26
553,Barroth,LR,Hunt (Bronze),Barroth Shell,1,20
554,Barroth,LR,Hunt (Bronze),Barroth Claw,1,16
555,Barroth,LR,Hunt (Bronze),Fertile Mud,1,16
556,Barroth,LR,Hunt (Bronze),Monster Bone M,1,13
557,Barroth,LR,Hunt (Bronze),Barroth Scalp,1,9
558,Barroth,LR,Investigation (Silver),Barroth Claw,1,22
559,Barroth,LR,Investigation (Silver),Barroth Ridge,2,18
560,Barroth,LR,Investigation (Silver),Barroth Scalp,1,18
561,Barroth,LR,Investigation (Silver),Barroth Tail,1,16
562,Barroth,LR,Investigation (Silver),Barroth Shell,2,14
563,Barroth,LR,Investigation (Silver),Fertile Mud,2,12
564,Barroth,LR,Investigation (Gold),Barroth Claw,1,24
565,Barroth,LR,Investigation (Gold),Barroth Scalp,1,22
566,Barroth,LR,Investigation (Gold),Barroth Tail,1,20
567,Barroth,LR,Investigation (Gold),Barroth Ridge,3,14
568,Barroth,LR,Investigation (Gold),Barroth Shell,3,10
569,Barroth,LR,Investigation (Gold),Fertile Mud,3,10
570,Barroth,HR,Track,Barroth Carapace,1,100
571,Barroth,HR,Carve / Capture,Barroth Carapace,1,30
572,Barroth,HR,Carve / Capture,Barroth Ridge+,1,24
573,Barroth,HR,Carve / Capture,Barroth Claw+,1,18
574,Barroth,HR,Carve / Capture,Barroth Scalp,1,15
575,Barroth,HR,Carve / Capture,Barroth Tail,1,11
576,Barroth,HR,Carve / Capture,Wyvern Gem,1,2
577,Barroth,HR,Wound Forearms,Barroth Claw+,1,100
578,Barroth,HR,Wound Hindlegs,Barroth Carapace,2,100
579,Barroth,HR,Shiny Drop,Fertile Mud,1,50
580,Barroth,HR,Shiny Drop,Barroth Carapace,1,28
581,Barroth,HR,Shiny Drop,Wyvern Tear,1,22
582,Barroth,HR,Tail Carve,Barroth Tail,1,80
583,Barroth,HR,Tail Carve,Barroth Carapace,1,20
584,Barroth,HR,Head Shell Carve,Barroth Scalp,1,80
585,Barroth,HR,Head Shell Carve,Barroth Ridge+,1,20
586,Barroth,HR,Palico Bonus,Fertile Mud,1,50
587,Barroth,HR,Palico Bonus,Barroth Carapace,1,28
588,Barroth,HR,Palico Bonus,Wyvern Tear,1,22
589,Barroth,HR,Plunderblade,Barroth Carapace,1,43
590,Barroth,HR,Plunderblade,Barroth Ridge+,1,32
591,Barroth,HR,Plunderblade,Barroth Claw+,1,23
592,Barroth,HR,Plunderblade,Wyvern Gem,1,2
593,Barroth,HR,Bandit Mantle,Large Scale,1,70
594,Barroth,HR,Bandit Mantle,Beautiful Scale,1,30
595,Barroth,HR,Hunt (Bronze),Barroth Ridge+,1,25
596,Barroth,HR,Hunt (Bronze),Barroth Carapace,1,20
597,Barroth,HR,Hunt (Bronze),Barroth Claw+,1,16
598,Barroth,HR,Hunt (Bronze),Monster Keenbone,1,15
599,Barroth,HR,Hunt (Bronze),Fertile Mud,2,12
600,Barroth,HR,Hunt (Bronze),Barroth Scalp,1,11
601,Barroth,HR,Hunt (Bronze),Wyvern Gem,1,1
602,Barroth,HR,Investigation (Silver),Barroth Claw+,1,26
603,Barroth,HR,Investigation (Silver),Barroth Ridge+,2,18
604,Barroth,HR,Investigation (Silver),Barroth Scalp,2,18
605,Barroth,HR,Investigation (Silver),Barroth Tail,1,16
606,Barroth,HR,Investigation (Silver),Barroth Carapace,2,14
607,Barroth,HR,Investigation (Silver),Wyvern Gem,1,8
608,Barroth,HR,Investigation (Gold),Barroth Claw+,1,26
609,Barroth,HR,Investigation (Gold),Barroth Scalp,2,18
610,Barroth,HR,Investigation (Gold),Barroth Tail,1,16
611,Barroth,HR,Investigation (Gold),Wyvern Gem,1,16
612,Barroth,HR,Investigation (Gold),Barroth Ridge+,3,14
613,Barroth,HR,Investigation (Gold),Barroth Carapace,3,10
614,Barroth,HR,Investigation (Purple),Mysterious Feystone,1,55
615,Barroth,HR,Investigation (Purple),Glowing Feystone,1,25
616,Barroth,HR,Investigation (Purple),Worn Feystone,1,15
617,Barroth,HR,Investigation (Purple),Warped Feystone,1,5
618,Barroth,MR,Track,Barroth Cortex,1,100
619,Barroth,MR,Carve / Capture,Barroth Cortex,1,29
620,Barroth,MR,Carve / Capture,Barroth Chine,1,23
621,Barroth,MR,Carve / Capture,Barroth Hardclaw,1,17
622,Barroth,MR,Carve / Capture,Barroth Crown,1,14
623,Barroth,MR,Carve / Capture,Barroth Lash,1,10
624,Barroth,MR,Carve / Capture,Wyvern Gem,1,5
625,Barroth,MR,Carve / Capture,Large Wyvern Gem,1,2
626,Barroth,MR,Wound Forearms,Barroth Hardclaw,1,100
627,Barroth,MR,Wound Hindlegs,Barroth Cortex,2,100
628,Barroth,MR,Shiny Drop,Rich Mud,1,50
629,Barroth,MR,Shiny Drop,Barroth Cortex,1,28
630,Barroth,MR,Shiny Drop,Large Wyvern Tear,1,22
631,Barroth,MR,Tail Carve,Barroth Lash,1,80
632,Barroth,MR,Tail Carve,Barroth Cortex,1,20
633,Barroth,MR,Palico Bonus,Rich Mud,1,50
634,Barroth,MR,Palico Bonus,Barroth Cortex,1,28
635,Barroth,MR,Palico Bonus,Large Wyvern Tear,1,22
636,Barroth,MR,Plunderblade,Barroth Cortex,1,43
637,Barroth,MR,Plunderblade,Barroth Chine,1,32
638,Barroth,MR,Plunderblade,Barroth Hardclaw,1,23
639,Barroth,MR,Plunderblade,Large Wyvern Gem,1,2
640,Barroth,MR,Bandit Mantle,Beautiful Scale,1,70
641,Barroth,MR,Bandit Mantle,Lustrous Scale,1,30
642,Barroth,MR,Hunt (Bronze),Barroth Chine,1,30
643,Barroth,MR,Hunt (Bronze),Barroth Cortex,1,21
644,Barroth,MR,Hunt (Bronze),Rich Mud,1,20
645,Barroth,MR,Hunt (Bronze),Barroth Hardclaw,1,16
646,Barroth,MR,Hunt (Bronze),Barroth Crown,1,11
647,Barroth,MR,Hunt (Bronze),Large Wyvern Gem,1,2
648,Barroth,MR,Investigation (Silver),Barroth Hardclaw,1,26
649,Barroth,MR,Investigation (Silver),Barroth Chine,2,18
650,Barroth,MR,Investigation (Silver),Barroth Crown,2,18
651,Barroth,MR,Investigation (Silver),Barroth Lash,1,16
652,Barroth,MR,Investigation (Silver),Barroth Cortex,2,14
653,Barroth,MR,Investigation (Silver),Large Wyvern Gem,1,8
654,Barroth,MR,Investigation (Gold),Barroth Hardclaw,1,26
655,Barroth,MR,Investigation (Gold),Barroth Crown,2,18
656,Barroth,MR,Investigation (Gold),Barroth Lash,1,16
657,Barroth,MR,Investigation (Gold),Large Wyvern Gem,1,16
658,Barroth,MR,Investigation (Gold),Barroth Chine,3,14
659,Barroth,MR,Investigation (Gold),Barroth Cortex,3,10
660,Barroth,MR,Investigation (Purple),Ancient Feystone,1,70
661,Barroth,MR,Investigation (Purple),Carved Feystone,1,30
662,Barroth,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
663,Barroth,MR,Guiding Lands (Low),Muddy Crown,1,37
664,Barroth,MR,Guiding Lands (Mid),Muddy Crown,1,63
665,Barroth,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
666,Barroth,MR,Guiding Lands (High),Muddy Crown,1,100
667,Barroth,MR,Guiding Lands (Tempered),Tempered Crown,1,56
668,Barroth,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,27
669,Barroth,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,17
670,Jyuratodus,LR,Track,Jyuratodus Scale,1,100
671,Jyuratodus,LR,Carve / Capture,Jyuratodus Scale,1,36
672,Jyuratodus,LR,Carve / Capture,Jyuratodus Shell,1,28
673,Jyuratodus,LR,Carve / Capture,Jyuratodus Fin,1,21
674,Jyuratodus,LR,Carve / Capture,Jyuratodus Fang,1,15
675,Jyuratodus,LR,Wound Head,Jyuratodus Fang,1,100
676,Jyuratodus,LR,Wound Back,Jyuratodus Fin,1,100
677,Jyuratodus,LR,Shiny Drop,Jyuratodus Scale,1,50
678,Jyuratodus,LR,Shiny Drop,Jyuratodus Fin,1,28
679,Jyuratodus,LR,Shiny Drop,Wyvern Tear,1,22
680,Jyuratodus,LR,Palico Bonus,Jyuratodus Scale,1,50
681,Jyuratodus,LR,Palico Bonus,Jyuratodus Fin,1,28
682,Jyuratodus,LR,Palico Bonus,Wyvern Tear,1,22
683,Jyuratodus,LR,Plunderblade,Jyuratodus Scale,1,43
684,Jyuratodus,LR,Plunderblade,Jyuratodus Shell,1,35
685,Jyuratodus,LR,Plunderblade,Jyuratodus Fang,1,22
686,Jyuratodus,LR,Bandit Mantle,Large Scale,1,100
687,Jyuratodus,LR,Hunt (Bronze),Jyuratodus Shell,1,27
688,Jyuratodus,LR,Hunt (Bronze),Jyuratodus Scale,1,21
689,Jyuratodus,LR,Hunt (Bronze),Aqua Sac,1,18
690,Jyuratodus,LR,Hunt (Bronze),Jyuratodus Fang,1,15
691,Jyuratodus,LR,Hunt (Bronze),Monster Bone M,2,10
692,Jyuratodus,LR,Hunt (Bronze),Jyuratodus Fin,1,9
693,Jyuratodus,LR,Investigation (Silver),Jyuratodus Fang,1,32
694,Jyuratodus,LR,Investigation (Silver),Jyuratodus Fin,1,25
695,Jyuratodus,LR,Investigation (Silver),Jyuratodus Shell,2,18
696,Jyuratodus,LR,Investigation (Silver),Aqua Sac,2,14
697,Jyuratodus,LR,Investigation (Silver),Jyuratodus Scale,2,11
698,Jyuratodus,LR,Investigation (Gold),Jyuratodus Fang,1,36
699,Jyuratodus,LR,Investigation (Gold),Jyuratodus Fin,1,30
700,Jyuratodus,LR,Investigation (Gold),Jyuratodus Shell,3,14
701,Jyuratodus,LR,Investigation (Gold),Aqua Sac,3,12
702,Jyuratodus,LR,Investigation (Gold),Jyuratodus Scale,3,8
703,Jyuratodus,HR,Track,Jyuratodus Scale+,1,100
704,Jyuratodus,HR,Carve / Capture,Jyuratodus Scale+,1,36
705,Jyuratodus,HR,Carve / Capture,Jyuratodus Carapace,1,27
706,Jyuratodus,HR,Carve / Capture,Jyuratodus Fin+,1,20
707,Jyuratodus,HR,Carve / Capture,Jyuratodus Fang+,1,15
708,Jyuratodus,HR,Carve / Capture,Wyvern Gem,1,2
709,Jyuratodus,HR,Wound Head,Jyuratodus Fang+,1,100
710,Jyuratodus,HR,Wound Back,Jyuratodus Fin+,1,100
711,Jyuratodus,HR,Shiny Drop,Jyuratodus Scale+,1,50
712,Jyuratodus,HR,Shiny Drop,Jyuratodus Fin+,1,28
713,Jyuratodus,HR,Shiny Drop,Wyvern Tear,1,22
714,Jyuratodus,HR,Palico Bonus,Jyuratodus Scale+,1,50
715,Jyuratodus,HR,Palico Bonus,Jyuratodus Fin+,1,28
716,Jyuratodus,HR,Palico Bonus,Wyvern Tear,1,22
717,Jyuratodus,HR,Plunderblade,Jyuratodus Scale+,1,41
718,Jyuratodus,HR,Plunderblade,Jyuratodus Carapace,1,35
719,Jyuratodus,HR,Plunderblade,Jyuratodus Fang+,1,22
720,Jyuratodus,HR,Plunderblade,Wyvern Gem,1,2
721,Jyuratodus,HR,Bandit Mantle,Large Scale,1,70
722,Jyuratodus,HR,Bandit Mantle,Beautiful Scale,1,30
723,Jyuratodus,HR,Hunt (Bronze),Jyuratodus Carapace,1,26
724,Jyuratodus,HR,Hunt (Bronze),Jyuratodus Scale+,1,21
725,Jyuratodus,HR,Hunt (Bronze),Torrent Sac,1,18
726,Jyuratodus,HR,Hunt (Bronze),Jyuratodus Fang+,1,15
727,Jyuratodus,HR,Hunt (Bronze),Monster Keenbone,2,10
728,Jyuratodus,HR,Hunt (Bronze),Jyuratodus Fin+,1,9
729,Jyuratodus,HR,Hunt (Bronze),Wyvern Gem,1,1
730,Jyuratodus,HR,Investigation (Silver),Jyuratodus Fang+,1,32
731,Jyuratodus,HR,Investigation (Silver),Jyuratodus Fin+,1,23
732,Jyuratodus,HR,Investigation (Silver),Jyuratodus Carapace,2,14
733,Jyuratodus,HR,Investigation (Silver),Torrent Sac,2,12
734,Jyuratodus,HR,Investigation (Silver),Jyuratodus Scale+,2,11
735,Jyuratodus,HR,Investigation (Silver),Wyvern Gem,1,8
736,Jyuratodus,HR,Investigation (Gold),Jyuratodus Fang+,1,30
737,Jyuratodus,HR,Investigation (Gold),Jyuratodus Fin+,1,24
738,Jyuratodus,HR,Investigation (Gold),Wyvern Gem,1,16
739,Jyuratodus,HR,Investigation (Gold),Jyuratodus Carapace,3,12
740,Jyuratodus,HR,Investigation (Gold),Torrent Sac,3,10
741,Jyuratodus,HR,Investigation (Gold),Jyuratodus Scale+,3,8
742,Jyuratodus,HR,Investigation (Purple),Mysterious Feystone,1,55
743,Jyuratodus,HR,Investigation (Purple),Glowing Feystone,1,25
744,Jyuratodus,HR,Investigation (Purple),Worn Feystone,1,15
745,Jyuratodus,HR,Investigation (Purple),Warped Feystone,1,5
746,Jyuratodus,MR,Track,Jyuratodus Shard,1,100
747,Jyuratodus,MR,Carve / Capture,Jyuratodus Shard,1,34
748,Jyuratodus,MR,Carve / Capture,Jyuratodus Cortex,1,25
749,Jyuratodus,MR,Carve / Capture,Jyuratodus Grandfin,1,20
750,Jyuratodus,MR,Carve / Capture,Jyuratodus Hardfang,1,14
751,Jyuratodus,MR,Carve / Capture,Wyvern Gem,1,5
752,Jyuratodus,MR,Carve / Capture,Large Wyvern Gem,1,2
753,Jyuratodus,MR,Wound Head,Jyuratodus Hardfang,1,100
754,Jyuratodus,MR,Wound Back,Jyuratodus Grandfin,1,100
755,Jyuratodus,MR,Shiny Drop,Flood Sac,1,50
756,Jyuratodus,MR,Shiny Drop,Jyuratodus Grandfin,1,28
757,Jyuratodus,MR,Shiny Drop,Large Wyvern Tear,1,22
758,Jyuratodus,MR,Palico Bonus,Jyuratodus Shard,1,50
759,Jyuratodus,MR,Palico Bonus,Jyuratodus Grandfin,1,28
760,Jyuratodus,MR,Palico Bonus,Large Wyvern Tear,1,22
761,Jyuratodus,MR,Plunderblade,Jyuratodus Shard,1,41
762,Jyuratodus,MR,Plunderblade,Jyuratodus Cortex,1,35
763,Jyuratodus,MR,Plunderblade,Jyuratodus Hardfang,1,22
764,Jyuratodus,MR,Plunderblade,Large Wyvern Gem,1,2
765,Jyuratodus,MR,Bandit Mantle,Beautiful Scale,1,70
766,Jyuratodus,MR,Bandit Mantle,Lustrous Scale,1,30
767,Jyuratodus,MR,Hunt (Bronze),Jyuratodus Cortex,1,28
768,Jyuratodus,MR,Hunt (Bronze),Jyuratodus Shard,1,22
769,Jyuratodus,MR,Hunt (Bronze),Flood Sac,1,22
770,Jyuratodus,MR,Hunt (Bronze),Jyuratodus Hardfang,1,16
771,Jyuratodus,MR,Hunt (Bronze),Jyuratodus Grandfin,1,10
772,Jyuratodus,MR,Hunt (Bronze),Large Wyvern Gem,1,2
773,Jyuratodus,MR,Investigation (Silver),Jyuratodus Hardfang,1,32
774,Jyuratodus,MR,Investigation (Silver),Jyuratodus Grandfin,1,23
775,Jyuratodus,MR,Investigation (Silver),Jyuratodus Cortex,2,14
